status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A65,... < 1 year,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,unknown / no property,39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,existing credits paid back duly till now,car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
... < 0 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,rent,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,rent,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,stores,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,existing credits paid back duly till now,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,... < 1 year,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
... < 0 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A63,1 <= ... < 4 years,4.0,male : married/widowed,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,critical account/ other credits existing (not at this bank),car (new),1292.84423828125,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,stores,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,unknown / no property,39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,existing credits paid back duly till now,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,education,1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,male : divorced/separated,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A64,unemployed,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,delay in paying off in the past,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,no credits taken/ all credits paid back duly,car (new),1292.84423828125,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,none,for free,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,12.836366653442385,all credits at this bank paid back duly,car (new),1292.84423828125,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.865419387817383,"if not A121/A122 : car or other, not in attribute 6",39.76527786254883,bank,own,2.0466747283935547,skilled employee / official,1.0,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,stores,own,2.0165650844573975,management/ self-employed/ highly qualified employee/ officer,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,unskilled - resident,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,critical account/ other credits existing (not at this bank),car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,unknown / no property,37.97835922241211,bank,own,2.0165650844573975,unskilled - resident,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,existing credits paid back duly till now,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,unknown / no property,37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
... < 0 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
... < 0 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A61,.. >= 7 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,all credits at this bank paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,co-applicant,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,critical account/ other credits existing (not at this bank),car (new),952.38037109375,A61,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,co-applicant,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,all credits at this bank paid back duly,car (new),952.38037109375,A61,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,critical account/ other credits existing (not at this bank),car (new),952.38037109375,A63,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,bank,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,all credits at this bank paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,bank,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,critical account/ other credits existing (not at this bank),car (new),952.38037109375,A62,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,stores,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,delay in paying off in the past,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,bank,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,7.869807243347168,no credits taken/ all credits paid back duly,car (new),952.38037109375,A64,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,unknown / no property,37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
... < 0 DM,7.869807243347168,all credits at this bank paid back duly,car (new),952.38037109375,A63,1 <= ... < 4 years,3.917494773864746,male : divorced/separated,none,3.883039712905884,"if not A121/A122 : car or other, not in attribute 6",37.97835922241211,none,own,2.0165650844573975,skilled employee / official,1.0087883472442627,none,yes,18113bf1-e0e1-4f38-ade0-31f245e926ac
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A61,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,real estate,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,all credits at this bank paid back duly,domestic appliances,1363.3668212890625,A61,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,if not A121 : building society savings agreement/ life insurance,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,no credits taken/ all credits paid back duly,business,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : divorced/separated,guarantor,2.7363390922546387,real estate,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,delay in paying off in the past,business,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : divorced/separated,none,2.7363390922546387,real estate,33.7071533203125,bank,for free,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A61,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,"if not A121/A122 : car or other, not in attribute 6",33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A63,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,for free,1.013615965843201,skilled employee / official,1.1081078052520752,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A62,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,if not A121 : building society savings agreement/ life insurance,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,repairs,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A61,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,for free,1.013615965843201,skilled employee / official,1.1081078052520752,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A64,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,stores,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A64,.. >= 7 years,3.095160961151123,male : married/widowed,co-applicant,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,car (new),1363.3668212890625,A64,1 <= ... < 4 years,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,retraining,1363.3668212890625,A61,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,if not A121 : building society savings agreement/ life insurance,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A64,1 <= ... < 4 years,3.095160961151123,male : married/widowed,none,2.7363390922546387,unknown / no property,33.7071533203125,bank,own,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,20.044113159179688,existing credits paid back duly till now,business,1363.3668212890625,A65,... < 1 year,3.095160961151123,male : married/widowed,none,2.7363390922546387,real estate,33.7071533203125,bank,rent,1.013615965843201,skilled employee / official,1.1081078052520752,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,education,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,22.457603454589844,existing credits paid back duly till now,retraining,420.7030334472656,A63,... < 1 year,3.1429460048675537,male : married/widowed,co-applicant,2.7230749130249023,real estate,44.50650787353515,stores,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,domestic appliances,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : divorced/separated,none,2.7230749130249023,"if not A121/A122 : car or other, not in attribute 6",44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,radio/television,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,"if not A121/A122 : car or other, not in attribute 6",44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,furniture/equipment,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,rent,1.0,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,repairs,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,"if not A121/A122 : car or other, not in attribute 6",44.50650787353515,bank,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : divorced/separated,co-applicant,2.7230749130249023,real estate,44.50650787353515,stores,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,repairs,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,stores,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
