status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
... < 0 DM,6.17772388458252,existing credits paid back duly till now,domestic appliances,543.1209716796875,A62,unemployed,4.0,female : divorced/separated/married,none,2.059093952178955,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0019221305847168,unemployed/ unskilled - non-resident,1.0798131227493286,none,yes,be4df02b-e0ee-4bc9-83c7-958f199907c8
... < 0 DM,7.770059585571289,existing credits paid back duly till now,radio/television,451.4351806640625,A61,unemployed,3.0,female : divorced/separated/married,none,2.1361515522003174,if not A121 : building society savings agreement/ life insurance,20.44755172729492,none,rent,1.0815699100494385,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,be4df02b-e0ee-4bc9-83c7-958f199907c8
... < 0 DM,4.039008140563965,existing credits paid back duly till now,education,2609.755126953125,A61,unemployed,1.0777161121368408,female : divorced/separated/married,none,1.718345046043396,if not A121 : building society savings agreement/ life insurance,24.89905548095703,none,rent,1.2361023426055908,unemployed/ unskilled - non-resident,1.0162838697433472,"yes, registered under the customers name",yes,be4df02b-e0ee-4bc9-83c7-958f199907c8
0 <= ... < 200 DM,21.50235176086425,existing credits paid back duly till now,repairs,8944.005859375,A61,4 <= ... < 7 years,2.8855645656585693,male : single,none,2.76754117012024,real estate,29.567157745361328,none,own,1.117823362350464,unskilled - resident,1.0,none,yes,f8ebf506-894b-45e0-9e12-0c5bf412928b
0 <= ... < 200 DM,16.739456176757812,existing credits paid back duly till now,car (new),6041.11474609375,A61,4 <= ... < 7 years,2.9211244583129883,male : single,none,3.176547050476074,unknown / no property,38.02369689941406,none,rent,1.0,unskilled - resident,1.0183436870574951,none,yes,f8ebf506-894b-45e0-9e12-0c5bf412928b
0 <= ... < 200 DM,15.095769882202148,existing credits paid back duly till now,car (new),6300.29541015625,A61,4 <= ... < 7 years,2.880669593811035,male : single,none,2.8965423107147217,unknown / no property,26.06715202331543,none,rent,1.2333353757858276,unskilled - resident,1.0855978727340698,none,yes,f8ebf506-894b-45e0-9e12-0c5bf412928b
0 <= ... < 200 DM,15.28078842163086,critical account/ other credits existing (not at this bank),car (new),792.4790649414062,A61,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",45.40962219238281,none,own,1.9288396835327148,skilled employee / official,1.026321291923523,none,yes,bf365c45-e25f-465d-85f6-951a0fc5fe2b
... >= 200 DM / salary assignments for at least 1 year,36.0,critical account/ other credits existing (not at this bank),car (new),2110.172607421875,A61,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",33.31841278076172,none,own,1.926993608474732,skilled employee / official,1.0,none,yes,bf365c45-e25f-465d-85f6-951a0fc5fe2b
0 <= ... < 200 DM,36.0,critical account/ other credits existing (not at this bank),car (new),2881.5322265625,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",36.40764617919922,none,own,2.098287343978882,skilled employee / official,1.0,none,yes,bf365c45-e25f-465d-85f6-951a0fc5fe2b
0 <= ... < 200 DM,17.31022071838379,existing credits paid back duly till now,business,2359.44287109375,A61,... < 1 year,3.020611524581909,male : married/widowed,none,3.0896666049957275,real estate,37.31075668334961,bank,own,1.0259215831756592,skilled employee / official,1.0,"yes, registered under the customers name",yes,632e1e92-0168-4746-a3fb-5570b98caeb4
0 <= ... < 200 DM,19.82004165649414,existing credits paid back duly till now,business,2130.952392578125,A61,... < 1 year,2.8712220191955566,male : married/widowed,none,3.0203299522399902,real estate,34.8695182800293,bank,own,1.0052752494812012,skilled employee / official,1.0,"yes, registered under the customers name",yes,632e1e92-0168-4746-a3fb-5570b98caeb4
0 <= ... < 200 DM,16.671119689941406,existing credits paid back duly till now,business,1965.03955078125,A61,... < 1 year,2.914913415908813,male : married/widowed,none,3.036649227142334,real estate,34.93836212158203,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,632e1e92-0168-4746-a3fb-5570b98caeb4
0 <= ... < 200 DM,12.815731048583984,critical account/ other credits existing (not at this bank),car (new),1728.826171875,A61,unemployed,4.0,male : divorced/separated,none,1.802063226699829,"if not A121/A122 : car or other, not in attribute 6",34.169715881347656,none,own,1.8427305221557613,management/ self-employed/ highly qualified employee/ officer,1.0149903297424316,"yes, registered under the customers name",yes,d4b50a09-66dd-4966-961f-772ee280d9a9
0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),2553.102294921875,A61,unemployed,3.837869167327881,male : married/widowed,none,2.122241973876953,"if not A121/A122 : car or other, not in attribute 6",37.26876068115234,none,own,2.07654333114624,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,d4b50a09-66dd-4966-961f-772ee280d9a9
0 <= ... < 200 DM,30.0,critical account/ other credits existing (not at this bank),car (new),1690.17529296875,A61,unemployed,3.935980081558228,male : married/widowed,none,2.0330944061279297,"if not A121/A122 : car or other, not in attribute 6",35.40386962890625,none,own,1.9429700374603271,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,d4b50a09-66dd-4966-961f-772ee280d9a9
... < 0 DM,24.43498611450196,delay in paying off in the past,radio/television,524.4573364257812,A61,... < 1 year,3.865779876708984,male : married/widowed,none,4.0,real estate,49.26468276977539,stores,own,1.055016279220581,skilled employee / official,1.0,none,no,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
... < 0 DM,22.84822463989257,delay in paying off in the past,radio/television,735.450439453125,A61,... < 1 year,3.798316478729248,male : married/widowed,none,4.0,real estate,49.51371383666992,stores,own,1.0004875659942627,skilled employee / official,1.026543378829956,none,no,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
... < 0 DM,23.015045166015625,delay in paying off in the past,radio/television,991.0548706054688,A63,... < 1 year,3.888209581375122,male : married/widowed,none,4.0,real estate,46.95234298706055,none,own,1.0,skilled employee / official,1.0007561445236206,none,yes,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
no checking account,16.74382972717285,no credits taken/ all credits paid back duly,business,2616.026123046875,A61,4 <= ... < 7 years,3.021134376525879,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,29.554248809814453,bank,own,1.0277750492095947,skilled employee / official,1.0,"yes, registered under the customers name",yes,7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
no checking account,16.341793060302734,no credits taken/ all credits paid back duly,business,2689.6103515625,A61,4 <= ... < 7 years,3.10786247253418,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,30.259504318237305,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
no checking account,15.371341705322266,no credits taken/ all credits paid back duly,business,3021.775634765625,A61,4 <= ... < 7 years,2.8361706733703613,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,32.05072021484375,bank,own,1.0,skilled employee / official,1.002686858177185,"yes, registered under the customers name",yes,7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
... < 0 DM,27.684982299804688,existing credits paid back duly till now,radio/television,2641.044921875,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.9877514839172363,if not A121 : building society savings agreement/ life insurance,22.92219352722168,none,own,1.92736291885376,unskilled - resident,1.0,none,yes,7a47de78-4402-4421-9a08-3170176111ec
0 <= ... < 200 DM,27.773548126220703,critical account/ other credits existing (not at this bank),car (new),2267.64501953125,A61,unemployed,3.9949793815612793,male : married/widowed,none,2.1189279556274414,if not A121 : building society savings agreement/ life insurance,22.80428123474121,none,own,2.0276803970336914,unskilled - resident,1.019975662231445,none,yes,7a47de78-4402-4421-9a08-3170176111ec
... < 0 DM,26.706695556640625,existing credits paid back duly till now,radio/television,2563.979248046875,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.941918969154358,if not A121 : building society savings agreement/ life insurance,23.48273086547852,none,own,2.1484603881835938,unskilled - resident,1.002549409866333,none,yes,7a47de78-4402-4421-9a08-3170176111ec
0 <= ... < 200 DM,36.0,critical account/ other credits existing (not at this bank),car (new),645.3873901367188,A61,... < 1 year,3.965127468109131,male : divorced/separated,guarantor,4.0,real estate,23.959041595458984,none,own,2.084147453308105,skilled employee / official,1.0,none,yes,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
0 <= ... < 200 DM,36.0,critical account/ other credits existing (not at this bank),car (new),537.5823974609375,A61,... < 1 year,3.9913852214813232,male : divorced/separated,guarantor,3.9685072898864746,real estate,25.018110275268555,none,own,1.9675407409667969,skilled employee / official,1.0682587623596191,none,yes,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
0 <= ... < 200 DM,36.0,critical account/ other credits existing (not at this bank),car (new),552.1027221679688,A61,... < 1 year,3.861016273498535,male : divorced/separated,guarantor,4.0,real estate,26.05400848388672,none,own,1.820488691329956,skilled employee / official,1.0,none,yes,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,3197.180419921875,A61,unemployed,2.804631233215332,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,39.33834838867188,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,55b88a71-d4f7-41d9-97da-2623cd7fb201
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,3197.180419921875,A61,unemployed,2.804631233215332,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,39.338348388671875,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,55b88a71-d4f7-41d9-97da-2623cd7fb201
