duration_in_month,credit_amount,installment_rate_in_percentage_of_disposable_income,present_residence_since,age_in_years,number_of_existing_credits_at_this_bank,number_of_people_being_liable_to_provide_maintenance_for,credit_history,foreign_worker,housing,job,other_debtors_guarantors,other_installment_plans,personal_status_and_sex,present_employment_since,property,purpose,savings_account_bonds,status_of_existing_checking_account,telephone,query_id
9.885627,2110.1726,4.0,4.0,33.318413,1.9269936,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,... < 1 year,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,... >= 200 DM / salary assignments for at least 1 year,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
11.44959,2881.5322,4.0,4.0,36.407646,2.0982873,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,1 <= ... < 4 years,"if not A121/A122 : car or other, not in attribute 6",car (new),A64,0 <= ... < 200 DM,none,bf365c45-e25f-465d-85f6-951a0fc5fe2b
17.31022,2359.4429,3.0206115,3.0896666,37.310757,1.0259216,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",632e1e92-0168-4746-a3fb-5570b98caeb4
19.820042,2130.9524,2.871222,3.02033,34.86952,1.0052752,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",632e1e92-0168-4746-a3fb-5570b98caeb4
16.67112,1965.0396,2.9149134,3.0366492,34.938362,1.0,1.0,existing credits paid back duly till now,yes,own,skilled employee / official,none,bank,male : married/widowed,... < 1 year,real estate,business,A64,0 <= ... < 200 DM,"yes, registered under the customers name",632e1e92-0168-4746-a3fb-5570b98caeb4
12.815731,1728.8262,4.0,1.8020632,34.169716,1.8427305,1.0149903,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : divorced/separated,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",d4b50a09-66dd-4966-961f-772ee280d9a9
11.993717,2553.1023,3.8378692,2.122242,37.26876,2.0765433,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",d4b50a09-66dd-4966-961f-772ee280d9a9
14.147215,1690.1753,3.93598,2.0330944,35.40387,1.94297,1.0,critical account/ other credits existing (not at this bank),yes,own,management/ self-employed/ highly qualified employee/ officer,none,none,male : single,unemployed,"if not A121/A122 : car or other, not in attribute 6",car (used),A61,0 <= ... < 200 DM,"yes, registered under the customers name",d4b50a09-66dd-4966-961f-772ee280d9a9
24.434986,524.45734,3.8657799,4.0,49.264683,1.0550163,1.0,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
22.848225,735.45044,3.7983165,4.0,49.513714,1.0004876,1.0265434,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A61,... < 0 DM,none,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
23.015045,991.0549,3.8882096,4.0,46.952343,1.0,1.0007561,delay in paying off in the past,yes,own,skilled employee / official,none,stores,male : married/widowed,... < 1 year,real estate,radio/television,A63,... < 0 DM,none,1760be5e-7c4c-44cc-8c0f-559b5d242b2e
16.74383,2616.0261,3.0211344,1.0,29.554249,1.027775,1.0,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
16.341793,2689.6104,3.1078625,1.0,30.259504,1.0,1.0,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
15.371342,3021.7756,2.8361707,1.0,32.05072,1.0,1.0026869,no credits taken/ all credits paid back duly,yes,own,skilled employee / official,none,bank,male : single,4 <= ... < 7 years,if not A121 : building society savings agreement/ life insurance,business,A61,... < 0 DM,"yes, registered under the customers name",7fb8d9b0-fd4b-44e2-bed0-19700b6bf632
27.684982,2641.045,4.0,1.9877515,22.922194,1.9273629,1.0,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,7a47de78-4402-4421-9a08-3170176111ec
27.773548,2267.645,3.9949794,2.118928,22.804281,2.0276804,1.0199757,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,unemployed,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,7a47de78-4402-4421-9a08-3170176111ec
26.706696,2563.9792,4.0,1.941919,23.48273,2.1484604,1.0025494,critical account/ other credits existing (not at this bank),yes,own,unskilled - resident,none,none,male : single,1 <= ... < 4 years,if not A121 : building society savings agreement/ life insurance,radio/television,A63,0 <= ... < 200 DM,none,7a47de78-4402-4421-9a08-3170176111ec
7.5031176,645.3874,3.9651275,4.0,23.959042,2.0841475,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
10.4842205,537.5824,3.9913852,3.9685073,25.01811,1.9675407,1.0682588,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
11.453008,552.1027,3.8610163,4.0,26.054008,1.8204887,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,guarantor,none,male : single,... < 1 year,real estate,radio/television,A61,0 <= ... < 200 DM,none,bd399bfd-93f8-4358-a3c0-a1fc7aa436a9
19.737783,3197.1804,2.8046312,3.9334538,39.33835,1.0,1.0,critical account/ other credits existing (not at this bank),yes,own,skilled employee / official,none,none,female : divorced/separated/married,.. >= 7 years,if not A121 : building society savings agreement/ life insurance,furniture/equipment,A61,0 <= ... < 200 DM,"yes, registered under the customers name",55b88a71-d4f7-41d9-97da-2623cd7fb201
